"","class","x","y","z"
"2370","FuzzyClusters",82.83,81.1,"3"
"2371","FuzzyClusters",69.83,54.95,"3"
"2372","FuzzyClusters",64.26,52.78,"3"
"2373","FuzzyClusters",74.48,80.57,"3"
"2374","FuzzyClusters",69.48,63.31,"3"
"2375","FuzzyClusters",64.36,59.95,"3"
"2376","FuzzyClusters",61.95,64.61,"3"
"2377","FuzzyClusters",91.69,55.97,"3"
"2378","FuzzyClusters",61.45,49.1,"3"
"2379","FuzzyClusters",75.03,66.94,"3"
"2380","FuzzyClusters",68.1,60.8,"3"
"2381","FuzzyClusters",60.84,59.11,"3"
"2382","FuzzyClusters",57.49,48.16,"3"
"2383","FuzzyClusters",56.6,52.84,"3"
"2384","FuzzyClusters",57.35,64.34,"3"
"2385","FuzzyClusters",56.53,51.44,"3"
"2386","FuzzyClusters",76.18,64.5,"3"
"2387","FuzzyClusters",67.87,71.18,"3"
"2388","FuzzyClusters",87.99,68.53,"3"
"2389","FuzzyClusters",75.7,48.04,"3"
"2390","FuzzyClusters",84.83,61.14,"3"
"2391","FuzzyClusters",74.52,60.09,"3"
"2392","FuzzyClusters",77.61,68.14,"3"
"2393","FuzzyClusters",74.21,63.45,"3"
"2394","FuzzyClusters",66.38,48.22,"3"
"2395","FuzzyClusters",78.31,56.95,"3"
"2396","FuzzyClusters",69.93,70.14,"3"
"2397","FuzzyClusters",79.3,68.41,"3"
"2398","FuzzyClusters",62.81,76.48,"3"
"2399","FuzzyClusters",79.04,51.17,"3"
"2400","FuzzyClusters",67.19,53.96,"3"
"2401","Halos",64.3156549337871,86.3424072727151,"1"
"2402","Halos",63.0658740681561,88.0971916904702,"1"
"2403","Halos",43.4049679247693,88.1811633870381,"1"
"2404","Halos",9.26156758977738,61.7277403151253,"1"
"2405","Halos",58.003988059882,89.6953574406555,"1"
"2406","Halos",39.5872026417185,12.6552269532641,"1"
"2407","Halos",54.4908013504513,90.4828205595261,"1"
"2408","Halos",9.46818066718682,56.85544409726,"1"
"2409","Halos",9.17937046080422,51.8750721568004,"1"
"2410","Halos",52.6205970966694,89.4549832600261,"1"
"2411","Halos",11.5227741736899,67.4945468104527,"1"
"2412","Halos",18.141257221063,75.1424670000798,"1"
"2413","Halos",68.3233162164619,15.4952818030769,"1"
"2414","Halos",22.5935599922698,25.6246215471538,"1"
"2415","Halos",70.5215232686934,13.7135548800453,"1"
"2416","Halos",85.6180980279601,31.9455378755129,"1"
"2417","Halos",10.2205590188479,53.9564925673575,"1"
"2418","Halos",10.2529998076574,38.362101509486,"1"
"2419","Halos",29.9223545373969,86.0132212618527,"1"
"2420","Halos",23.9077049191595,18.515814871368,"1"
"2421","Halos",64.2268928403054,88.8557971656083,"1"
"2422","Halos",8.98284633896721,46.4186775739923,"1"
"2423","Halos",27.2400293635271,83.0294420856361,"1"
"2424","Halos",14.6682199598471,38.9615428581355,"1"
"2425","Halos",30.8035765167823,13.8511296289182,"1"
"2426","Halos",33.9559301668519,13.4505887472146,"1"
"2427","Halos",79.468385208948,23.2984377814291,"1"
"2428","Halos",36.7704860097343,14.5972221879888,"1"
"2429","Halos",26.3316671341216,81.3519764059006,"1"
"2430","Halos",90.2315340221615,44.3458266271678,"1"
"2431","Halos",12.7050480069791,69.3979799154492,"1"
"2432","Halos",14.3841569268397,32.1338037940397,"1"
"2433","Halos",26.0151883672139,82.7351119625902,"1"
"2434","Halos",88.2155169796594,38.4620551735677,"1"
"2435","Halos",75.0019378289887,21.4706709283618,"1"
"2436","Halos",27.9405094054211,82.6185073724834,"1"
"2437","Halos",11.3446392088808,57.6679908020454,"1"
"2438","Halos",39.4551176470921,11.5071985400412,"1"
"2439","Halos",22.2063979294805,18.9799846199837,"1"
"2440","Halos",31.4936323352386,86.7478697263311,"1"
"2441","Halos",87.609934304706,37.1232413598707,"1"
"2442","Halos",80.0101781870993,24.1324482047618,"1"
"2443","Halos",39.9312491693372,89.7913158508056,"1"
"2444","Halos",69.7660234898297,14.2676460955475,"1"
"2445","Halos",34.6930869459568,14.1654483169489,"1"
"2446","Halos",13.0029059749389,62.1425636094222,"1"
"2447","Halos",55.5378964170809,9.83309062491723,"1"
"2448","Halos",20.2975461277165,78.4836291812133,"1"
"2449","Halos",11.9974367082051,38.0688627299946,"1"
"2450","Halos",79.8293231700706,78.5953002388091,"1"
"2451","Halos",16.9122324421896,26.4770549815437,"1"
"2452","Halos",12.793089384167,61.9601601964145,"1"
"2453","Halos",90.4343806300645,52.5014080000512,"1"
"2454","Halos",21.1076802824128,75.1511446471787,"1"
"2455","Halos",55.5964202351028,8.22364989796333,"1"
"2456","Halos",87.6878946617962,29.3579301610143,"1"
"2457","Halos",48.8641025418225,89.4328109056059,"1"
"2458","Halos",11.6354526869589,52.3061532522064,"1"
"2459","Halos",57.389059962963,9.81917803008398,"1"
"2460","Halos",89.7522509361223,48.1044703973741,"1"
"2461","Halos",79.1417699295681,17.5665472955047,"1"
"2462","Halos",88.1425175151098,38.1491341336744,"1"
"2463","Halos",9.24646688628086,54.7946509900458,"1"
"2464","Halos",67.1059463743424,13.7957375166429,"1"
"2465","Halos",17.7059834066296,28.3402047310444,"1"
"2466","Halos",90.2404341696029,51.8554593720626,"1"
"2467","Halos",85.7990739000771,39.5519622585428,"1"
"2468","Halos",32.012834285844,88.1727798021915,"1"
"2469","Halos",80.9124479859655,75.7461415539915,"1"
"2470","Halos",54.7845082486854,7.00648392408855,"1"
"2471","Halos",11.4177895105198,62.9993431820831,"1"
"2472","Halos",83.4749474063352,30.1161276838306,"1"
"2473","Halos",38.0168072898938,10.8780180088157,"1"
"2474","Halos",62.0685685322496,86.6636216044233,"1"
"2475","Halos",14.9971369660757,34.9036539527083,"1"
"2476","Halos",43.4164498561388,10.1023618141524,"1"
"2477","Halos",75.9405698251093,20.4308614489134,"1"
"2478","Halos",89.2000042382983,57.9682063641852,"1"
"2479","Halos",62.2152322138784,88.2063017810191,"1"
"2480","Halos",83.2081376162986,29.3297548117375,"1"
"2481","Halos",43.2560310540327,11.4382800019903,"1"
"2482","Halos",80.6465768672854,24.6108880160574,"1"
"2483","Halos",47.7922383392835,91.7087398302097,"1"
"2484","Halos",60.8313963903455,86.1258309485502,"1"
"2485","Halos",67.8483856331615,86.7899770314064,"1"
"2486","Halos",13.7588269378259,31.9229193310985,"1"
"2487","Halos",85.4462897556922,71.7640858037435,"1"
"2488","Halos",30.8710908547454,15.3908834010441,"1"
"2489","Halos",71.897547362683,84.1351392703811,"1"
"2490","Halos",16.4276888086864,27.5252965506697,"1"
"2491","Halos",80.5821176003692,25.4991037445106,"1"
"2492","Halos",91.6014263917795,54.1890433657307,"1"
"2493","Halos",29.0729419986326,86.1155957905924,"1"
"2494","Halos",57.8327704095811,90.2961104667841,"1"
"2495","Halos",65.8279022882952,10.6863495128589,"1"
"2496","Halos",43.280920753312,90.2811883649369,"1"
"2497","Halos",72.5522447821732,19.3100670003983,"1"
"2498","Halos",31.0962404458299,84.2723715226829,"1"
"2499","Halos",72.1885184928138,81.0498052237616,"1"
"2500","Halos",85.4801783259199,33.1224079633967,"1"
"2501","Halos",43.6391273875608,11.4518324472693,"1"
"2502","Halos",67.8134964656001,85.8850559338786,"1"
"2503","Halos",18.7091153725344,72.6591469933535,"1"
"2504","Halos",68.7038694557563,14.3743784681648,"1"
"2505","Halos",47.0812616343294,88.9088022362373,"1"
"2506","Halos",55.6482366768116,7.72471964107709,"1"
"2507","Halos",27.0608426485799,84.0728002040155,"1"
"2508","Halos",54.7974331780341,91.0861227299414,"1"
"2509","Halos",87.9241968698087,64.4287778794595,"1"
"2510","Halos",78.2600486453516,18.2258337316633,"1"
"2511","Halos",86.5305329796949,36.2108322356633,"1"
"2512","Halos",43.0527402334529,11.3112713471836,"1"
"2513","Halos",8.24554420607164,44.2506510888383,"1"
"2514","Halos",38.7730091618256,87.3741057049768,"1"
"2515","Halos",50.9973865709138,10.323605304479,"1"
"2516","Halos",79.0706180140581,76.6103248271024,"1"
"2517","Halos",25.1024588985314,19.308898804284,"1"
"2518","Halos",47.9767662213344,89.5295865555213,"1"
"2519","Halos",72.84115165628,83.736240017334,"1"
"2520","Halos",25.7015819700023,81.4384792426733,"1"
"2521","Halos",83.7938517005395,30.0541564246197,"1"
"2522","Halos",57.3101940690144,8.62628652650206,"1"
"2523","Halos",85.5892963968636,67.5429773036492,"1"
"2524","Halos",81.8964723274893,26.3115891058869,"1"
"2525","Halos",85.681478768792,67.7434993685582,"1"
"2526","Halos",16.3171830521488,26.5025414320947,"1"
"2527","Halos",89.7378612196314,53.4766123694842,"1"
"2528","Halos",25.9502384352587,81.8919434159708,"1"
"2529","Halos",83.0223170800791,29.2931701006478,"1"
"2530","Halos",31.797486514389,85.0712511946449,"1"
"2531","Halos",50.5667435463112,9.91376548013407,"1"
"2532","Halos",33.382010390325,14.5887676634595,"1"
"2533","Halos",9.34346399662703,46.6145573733103,"1"
"2534","Halos",86.8052936682296,58.2674354852686,"1"
"2535","Halos",88.0414999608317,36.2216592472336,"1"
"2536","Halos",21.4906342153566,74.6607706564182,"1"
"2537","Halos",87.2708652457468,63.2275957198606,"1"
"2538","Halos",18.4177146000684,73.2334584083624,"1"
"2539","Halos",37.2377855294955,86.8758900941232,"1"
"2540","Halos",89.4405220744733,43.8660869790329,"1"
"2541","Halos",18.6340544423657,69.8670598030501,"1"
"2542","Halos",82.816706593722,75.8334773005215,"1"
"2543","Halos",12.5343039244267,51.6619942711579,"1"
"2544","Halos",63.0490244278595,12.9246341989875,"1"
"2545","Halos",39.4101720735495,86.8340468407276,"1"
"2546","Halos",20.7865756221403,24.353441817388,"1"
"2547","Halos",87.0012489163216,72.1623364863339,"1"
"2548","Halos",72.0860555859461,16.6189529240805,"1"
"2549","Halos",45.1691713461747,87.7628098959559,"1"
"2550","Halos",79.9405762413182,72.6438799651607,"1"
"2551","Halos",24.0671307087355,81.3363167336838,"1"
"2552","Halos",87.7510573577308,63.1389217023006,"1"
"2553","Halos",22.8392992468914,21.2884037972579,"1"
"2554","Halos",12.7641165388805,60.1935706049453,"1"
"2555","Halos",12.4265436083439,46.1635500186514,"1"
"2556","Halos",11.6150358970363,50.4153814974009,"1"
"2557","Halos",43.651081184372,8.98847947299669,"1"
"2558","Halos",21.5299179339838,23.2461056766061,"1"
"2559","Halos",60.3767220779833,13.5239139703064,"1"
"2560","Halos",92.7904179919506,48.9243330046372,"1"
"2561","Halos",64.3577522288038,88.0167541284809,"1"
"2562","Halos",65.6738715995709,13.5881854344247,"1"
"2563","Halos",8.77856172071002,55.5074369130912,"1"
"2564","Halos",79.9794572502797,78.449442659859,"1"
"2565","Halos",46.0584000771398,88.8718074400218,"1"
"2566","Halos",10.1633093988623,66.9917884839472,"1"
"2567","Halos",45.4533508965559,89.3556994040502,"1"
"2568","Halos",58.5688835958469,86.8808967104161,"1"
"2569","Halos",33.6475466857272,13.7327112445475,"1"
"2570","Halos",73.3401101415315,17.1329835297738,"1"
"2571","Halos",61.5854641680342,8.11062607830002,"1"
"2572","Halos",72.9191169776524,17.0237123385713,"1"
"2573","Halos",32.1710340641165,13.4290041412423,"1"
"2574","Halos",89.8015851629366,47.4331226033473,"1"
"2575","Halos",21.9095889817235,77.7686821798655,"1"
"2576","Halos",48.2644622137529,89.9101929143859,"1"
"2577","Halos",32.5113247035268,87.2834928002186,"1"
"2578","Halos",46.3549184800831,92.9585000425386,"1"
"2579","Halos",15.1607115820018,27.3751015597539,"1"
"2580","Halos",89.5670365980952,36.484029123888,"1"
"2581","Halos",21.7674030207811,75.662677399311,"1"
"2582","Halos",13.4986324975219,30.3049307575684,"1"
"2583","Halos",52.7360263659617,9.76302742834164,"1"
"2584","Halos",22.6770328124297,23.8804802583662,"1"
"2585","Halos",12.0197363734759,35.1462765762652,"1"
"2586","Halos",14.8858403833983,31.3451896643503,"1"
"2587","Halos",21.5247952091078,81.1406402557893,"1"
"2588","Halos",14.0831602595147,35.1888127831865,"1"
"2589","Halos",49.9656565651881,89.3546673839559,"1"
"2590","Halos",88.6106234584548,49.8719618546042,"1"
"2591","Halos",55.3582132600166,10.6285935180441,"1"
"2592","Halos",53.8493010271316,90.4201425708803,"1"
"2593","Halos",88.8992202594265,49.5043619675435,"1"
"2594","Halos",86.551962679593,30.8910957006118,"1"
"2595","Halos",16.2914987319949,32.0542260699034,"1"
"2596","Halos",11.5738120811477,49.6244164813627,"1"
"2597","Halos",85.247167729018,26.8645467548229,"1"
"2598","Halos",87.7833373740389,42.730914795745,"1"
"2599","Halos",9.5094842606932,46.7848829319719,"1"
"2600","Halos",21.7765849420429,22.4675380870898,"1"
"2601","Halos",19.77992407748,22.8660295165924,"1"
"2602","Halos",91.5648735237358,59.0246186899088,"1"
"2603","Halos",26.3873908482847,85.1923165263373,"1"
"2604","Halos",29.6245804344351,16.1565410103591,"1"
"2605","Halos",81.8903211260409,67.9033330000131,"1"
"2606","Halos",10.0511333942241,32.1718297943109,"1"
"2607","Halos",76.9204094449827,80.924758595432,"1"
"2608","Halos",42.8850145795331,9.81299224658949,"1"
"2609","Halos",35.6334067451911,87.3094285597437,"1"
"2610","Halos",82.8200687417427,74.1793625308601,"1"
"2611","Halos",28.886836875432,16.316620764171,"1"
"2612","Halos",21.8672667105026,79.3160517262129,"1"
"2613","Halos",85.4542496391486,67.1850812486809,"1"
"2614","Halos",56.9148701907884,12.6906991274138,"1"
"2615","Halos",82.2054625273427,76.1446816865394,"1"
"2616","Halos",74.7198152875576,84.3000989988319,"1"
"2617","Halos",88.2723574546526,40.0807128169828,"1"
"2618","Halos",88.1046403978019,51.0843263840671,"1"
"2619","Halos",9.64415416366558,42.9712924531984,"1"
"2620","Halos",40.9763029215261,11.0999705379387,"1"
"2621","Halos",85.6415916566266,38.666428675556,"1"
"2622","Halos",88.0214991311976,62.4346868558814,"1"
"2623","Halos",29.1080685592337,82.9967428279304,"1"
"2624","Halos",58.1224707748475,88.6441563883405,"1"
"2625","Halos",28.227421257265,18.5329399920706,"1"
"2626","Halos",84.692837141825,74.9017981612995,"1"
"2627","Halos",31.4847681291665,15.1044837642462,"1"
"2628","Halos",60.6074095646095,13.9358763059278,"1"
"2629","Halos",51.5679501614056,9.73472666480804,"1"
"2630","Halos",43.3816206509291,10.1511107989522,"1"
"2631","Halos",75.8356534380749,21.4271723570126,"1"
"2632","Halos",34.588962225399,82.1653171143175,"1"
"2633","Halos",65.8600287731165,14.3275362382471,"1"
"2634","Halos",90.8335354044382,51.3474532833812,"1"
"2635","Halos",22.0015896016566,78.4416990965317,"1"
"2636","Halos",86.339064512981,66.3619261989159,"1"
"2637","Halos",71.9559997572965,84.437482948725,"1"
"2638","Halos",88.131804456625,52.599565632862,"1"
"2639","Halos",18.1494038806705,76.8301945929799,"1"
"2640","Halos",15.2686210474759,69.826499865577,"1"
"2641","Halos",81.1530826316949,23.2513856155867,"1"
"2642","Halos",88.4297647208179,65.8003865138458,"1"
"2643","Halos",9.94436469560357,54.7408968578414,"1"
"2644","Halos",64.0638411318078,13.9652841695623,"1"
"2645","Halos",56.0837396059573,8.70124755056798,"1"
"2646","Halos",45.5165037054224,86.7271010585717,"1"
"2647","Halos",70.8274845306703,83.1889860113692,"1"
"2648","Halos",72.7570585308657,82.4281186445473,"1"
"2649","Halos",20.0726193583499,23.8374417350785,"1"
"2650","Halos",89.3776359822932,63.1985030713959,"1"
"2651","Halos",90.0973885672089,47.0695035963232,"1"
"2652","Halos",86.8803766724814,32.9979134755281,"1"
"2653","Halos",20.8460205508245,77.2341297134625,"1"
"2654","Halos",62.7381649718093,87.5254239391829,"1"
"2655","Halos",89.3347919424469,61.7187358200061,"1"
"2656","Halos",31.7048997698973,12.506095839565,"1"
"2657","Halos",58.3665600659705,85.4206519923906,"1"
"2658","Halos",54.6324678367957,90.5956531812998,"1"
"2659","Halos",88.2965540480399,63.3662567017219,"1"
"2660","Halos",83.105060401401,28.7061096165683,"1"
"2661","Halos",90.5031223677565,41.3020937903333,"1"
"2662","Halos",86.3042207037363,65.3504392396886,"1"
"2663","Halos",87.9614647391183,61.1798664695299,"1"
"2664","Halos",91.0182687860445,54.6951986222481,"1"
"2665","Halos",73.6867563102053,14.6171458612628,"1"
"2666","Halos",20.0582571341844,77.1304757418897,"1"
"2667","Halos",88.8503863552426,43.6449675543998,"1"
"2668","Halos",11.7885964599294,50.613614355894,"1"
"2669","Halos",83.2686281165911,28.6992726145568,"1"
"2670","Halos",40.4290906012241,87.3845630202615,"1"
"2671","Halos",21.3764470204409,22.6180504978559,"1"
"2672","Halos",16.4713671305556,72.8802585580088,"1"
"2673","Halos",76.9084317205626,77.8450388298118,"1"
"2674","Halos",34.9240372630518,8.6913318430104,"1"
"2675","Halos",10.3189274296525,56.6474540196414,"1"
"2676","Halos",91.622780612681,47.5417312565778,"1"
"2677","Halos",50.2361333115859,13.4344484136055,"1"
"2678","Halos",29.2023811483143,14.5371373818733,"1"
"2679","Halos",53.6379891128091,12.1487946831766,"1"
"2680","Halos",23.9196384920148,17.8737681599923,"1"
"2681","Halos",55.3060221572568,90.2489551375867,"1"
"2682","Halos",76.4531124090718,20.8160473319289,"1"
"2683","Halos",78.4303635716567,19.1038643213462,"1"
"2684","Halos",66.0091353632818,85.5058610342277,"1"
"2685","Halos",87.9468685052546,40.4543225322034,"1"
"2686","Halos",11.6668217593013,53.5628095156671,"1"
"2687","Halos",13.0326736473182,62.4193353480607,"1"
"2688","Halos",89.7019018522218,61.797935266923,"1"
"2689","Halos",29.9394994485364,85.3559584096913,"1"
"2690","Halos",74.8525118194247,83.2452258039494,"1"
"2691","Halos",25.0460539440698,80.5094865548141,"1"
"2692","Halos",46.5774262327675,9.5800897247037,"1"
"2693","Halos",79.9035015989374,77.1148394833717,"1"
"2694","Halos",82.2226434029526,30.122189668997,"1"
"2695","Halos",91.5198207765791,59.8301740229531,"1"
"2696","Halos",14.6133228717988,69.0776694731544,"1"
"2697","Halos",59.1443767598584,9.8805399751616,"1"
"2698","Halos",85.4961242406297,28.6295950252714,"1"
"2699","Halos",81.4906670268764,74.5413071989287,"1"
"2700","Halos",20.8517755590651,76.7187871820284,"1"
"2701","Halos",63.840546948138,88.9548080859329,"1"
"2702","Halos",24.7882729504848,20.9972257107583,"1"
"2703","Halos",8.1154921217756,59.5389921427312,"1"
"2704","Halos",31.127788030963,15.3859146701039,"1"
"2705","Halos",42.7839059683651,8.13615084906862,"1"
"2706","Halos",72.5362681688871,14.2407017467413,"1"
"2707","Halos",10.1754870171027,45.103109031284,"1"
"2708","Halos",22.7184848915353,80.4057454635278,"1"
"2709","Halos",75.3403401212033,78.9358457465504,"1"
"2710","Halos",86.1708769683846,31.8158533496093,"1"
"2711","Halos",80.8745588904684,22.1711364948365,"1"
"2712","Halos",90.1362881073864,49.0050715511594,"1"
"2713","Halos",77.0503350092648,78.5350133614056,"1"
"2714","Halos",30.568551643187,16.166693856527,"1"
"2715","Halos",88.249247145756,61.5189975915519,"1"
"2716","Halos",30.0145365688935,13.5109247069707,"1"
"2717","Halos",28.8229747761097,16.9245766099635,"1"
"2718","Halos",44.3138534678793,89.4103980189468,"1"
"2719","Halos",86.7116404472538,60.036281756677,"1"
"2720","Halos",90.6992055710529,51.8552581657613,"1"
"2721","Halos",85.4648381939555,72.4286044741858,"1"
"2722","Halos",9.02721211748004,60.2916529661656,"1"
"2723","Halos",73.3306375504006,83.9843948807967,"1"
"2724","Halos",60.0900653012394,14.1994109662657,"1"
"2725","Halos",68.6586559728922,86.1969735029948,"1"
"2726","Halos",34.4439507900391,87.5927351980774,"1"
"2727","Halos",87.0612187562637,63.5771512647291,"1"
"2728","Halos",10.7368787853345,41.1156627157353,"1"
"2729","Halos",39.3837044786292,87.2194802583304,"1"
"2730","Halos",9.03477655085282,47.9032863468864,"1"
"2731","Halos",89.481015504121,48.5039946788171,"1"
"2732","Halos",25.5456382114983,21.3777382124822,"1"
"2733","Halos",79.2284944686617,76.4934862841026,"1"
"2734","Halos",88.0667922970397,67.8560998463457,"1"
"2735","Halos",69.0165017214591,84.6195078327136,"1"
"2736","Halos",90.7352397843549,44.5430484076728,"1"
"2737","Halos",65.2140610415449,11.4754795190142,"1"
"2738","Halos",11.1615834912069,40.4028498426345,"1"
"2739","Halos",82.3962699301996,27.4504476162079,"1"
"2740","Halos",81.7861151377899,72.9501791354454,"1"
"2741","Halos",25.9411132049128,16.6660622525485,"1"
"2742","Halos",25.6336533821661,79.6851963343577,"1"
"2743","Halos",75.9866585682,19.1070352314967,"1"
"2744","Halos",72.8802752948295,82.2791209713398,"1"
"2745","Halos",15.7377254897424,62.8783423292266,"1"
"2746","Halos",75.6007747888264,77.9285554513665,"1"
"2747","Halos",8.79234579296778,53.7066844865583,"1"
"2748","Halos",78.3010716349918,77.8599747385009,"1"
"2749","Halos",17.3669330703135,75.1580756921234,"1"
"2750","Halos",40.1903461397844,8.30727417880327,"1"
"2751","Halos",26.0126595929532,15.2672924344269,"1"
"2752","Halos",18.904435803823,76.7464047074186,"1"
"2753","Halos",19.9836787803868,77.2936039948221,"1"
"2754","Halos",64.4056236285256,87.0057540387057,"1"
"2755","Halos",58.0694561411305,8.40874113907034,"1"
"2756","Halos",84.1837178219774,27.5540339261115,"1"
"2757","Halos",15.8829034112428,67.2711717561425,"1"
"2758","Halos",42.7258287496399,10.9044269286074,"1"
"2759","Halos",64.2656708035886,15.7289270431681,"1"
"2760","Halos",63.7823122269364,87.2384558176649,"1"
"2761","Halos",86.1079884900149,50.5041953939269,"1"
"2762","Halos",75.0770533397201,16.3442945449772,"1"
"2763","Halos",75.1196016835175,79.8939669444594,"1"
"2764","Halos",68.6093561219308,15.3227684476149,"1"
"2765","Halos",89.6544530134347,52.6964163066525,"1"
"2766","Halos",16.9763164973208,74.1608326378011,"1"
"2767","Halos",90.5909789450456,55.8998793793321,"1"
"2768","Halos",9.15225571290998,49.4153594267135,"1"
"2769","Halos",11.6610124958618,42.1161883576948,"1"
"2770","Halos",71.3667718949535,81.3695373714194,"1"
"2771","Halos",55.1312983355335,10.9185070105619,"1"
"2772","Halos",78.9605261549169,78.1923997261802,"1"
"2773","Halos",88.6100990953996,46.5337622768589,"1"
"2774","Halos",89.4828629006188,55.7317787771865,"1"
"2775","Halos",85.0548488514748,65.3005170601313,"1"
"2776","Halos",54.3255664306183,89.7528935888672,"1"
"2777","Halos",33.9987025832411,86.8708351889374,"1"
"2778","Halos",77.4187959117241,78.8227763176728,"1"
"2779","Halos",72.0515867057588,16.922535477247,"1"
"2780","Halos",8.63948978610943,60.3890420843565,"1"
"2781","Halos",75.3929004232675,82.3731285252028,"1"
"2782","Halos",84.9568870480152,27.3247457466026,"1"
"2783","Halos",83.4113655966513,30.63989890129,"1"
"2784","Halos",10.2251070122371,56.1432627294496,"1"
"2785","Halos",40.3428126922866,9.40051227559503,"1"
"2786","Halos",11.1682123021472,59.2367137693243,"1"
"2787","Halos",14.82679289473,60.84085429635,"1"
"2788","Halos",89.9743636743021,56.6105451466394,"1"
"2789","Halos",57.8364725033914,13.6935271673896,"1"
"2790","Halos",84.8462717469099,32.9742130797808,"1"
"2791","Halos",38.4059575737342,9.64652529805833,"1"
"2792","Halos",42.724963887584,90.2716158245775,"1"
"2793","Halos",83.578339978956,74.6206575138839,"1"
"2794","Halos",80.5678865719775,23.4932384357908,"1"
"2795","Halos",11.243269107385,59.2045674892206,"1"
"2796","Halos",30.0086784841651,16.9643854604456,"1"
"2797","Halos",39.51552972513,8.92769028272279,"1"
"2798","Halos",21.4708850830475,78.1335286131391,"1"
"2799","Halos",11.3620234437275,54.7373018663616,"1"
"2800","Halos",62.5559070781053,10.6571436701695,"1"
